web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623039583-540,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=60,"Save this listing2019 Nissan Rogue S AWDsee listing detailsDescription: Used 2019 Nissan Rogue S AWD for sale - $27,995 - 13,192 km with Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$27,995$540/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $27,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.13,192 kmOVERPRICED$3,599 ABOVEDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302079676,B6839A,"13,192 kilometres","$27,995 ",Carloft Kingston,"2019 Nissan Rogue S AWD - $27,995",null,5N1AT2MV7KC819792,Carloft Kingston
1623048965-1061,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=26,"Save this listing2016 Toyota Camry XSE V6see listing detailsDescription: Used 2016 Toyota Camry XSE V6 for sale - $16,995 - 118,300 km with Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Black$16,995$328/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $16,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.118,300 kmFAIR DEAL$222 BELOWDealer4.8  (6)CarGurus UserNov. 15, 2020Joe was great -- contacted me by phone right away, and was v. helpful with information, 
both on the phone and later answering my questions via email.CarGurus UserSep. 1, 2020Yes the dealership got right back to me 
The salesperson Bradie was amazing and very efficient. Since I’m out of town he sent me all the photos and car spec information I asked for to view. 
Bradie has excellent communication skills and was outstanding providing excellent customer service. 
I high recommend this dealership. 
They went beyond customers satisfaction. 
Thank you Suzanne NanacoulmoonMay 14, 2020Quick to respond considering 
covid-19. Read 3 more dealer reviews...Kingston, ON (3 km)(613) 706-3404Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=288424063,9809,"118,300 kilometres","$16,995 ",AutoHouse Kingston,"2016 Toyota Camry XSE V6 - $16,995",null,4T1BK1FK5GU573539,AutoHouse Kingston
1623041853-676,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=51,"Save this listing2020 Mitsubishi Outlander ES AWDsee listing detailsDescription: Used 2020 Mitsubishi Outlander ES AWD for sale - $24,895 - 27,374 km with Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Grey$24,895$481/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $24,895 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.27,374 kmGOOD DEAL$1,452 BELOWDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=299286518,B7259,"27,374 kilometres","$24,895 ",Carloft Kingston,"2020 Mitsubishi Outlander ES AWD - $24,895",null,JA4AZ2A3XLZ608861,Carloft Kingston
1623032760-129,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=88,"Save this listing2021 Jeep Wrangler Unlimited Sahara 4WDsee listing detailsDescription: Used 2021 Jeep Wrangler Unlimited Sahara 4WD for sale - $56,821 - 1,471 km with Alloy WheelsCertified Pre-Owned: NoTransmission: 8-Speed AutomaticColour: Black$56,821$1,096/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $56,821 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.1,471 kmGREAT DEAL$3,883 BELOWDealer4.4  (5)CarGurus UserJul. 14, 2020Dealer was great, found what we wanted elsewhereCarGurus UserJan. 8, 2020Good contact and information requested.GuruY9J3LOct. 14, 2019yes they replied me and Shaynna contacted me and was very nice to me and then I was to slow and 
the truck was sold .We will stay in contact if they receive another truck , thanksRead 2 more dealer reviews...Kingston, ON (0 km)(343) 429-8156Request InformationAuthorized Jeep Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300627815,21F003,"1,471 kilometres","$56,821 ",Kingston Dodge Chrysler Ltd,"2021 Jeep Wrangler Unlimited Sahara 4WD - $56,821",null,1C4HJXEG5MW627990,Kingston Dodge Chrysler Ltd
1623031986-68,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=92,"Save this listing2018 Lexus LC 500 RWDsee listing detailsDescription: Used 2018 Lexus LC 500 RWD for sale - $92,877 - 12,365 km with Performance Package, Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$92,877$1,792/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $92,877 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.12,365 kmGOOD DEAL$3,984 BELOWDealer5  (1)CarGurus UserDec. 17, 2020Nice dealership. Nice people. Good experience. I would recommend.Read all dealer reviews...Kingston, ON (5 km)Request InformationAuthorized Lexus Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301497749,PL21044,"12,365 kilometres","$92,877 ",null,"2018 Lexus LC 500 RWD - $92,877",Lexus of Kingston,JTHHP5AY7JA001771,Lexus of Kingston
1623034937-256,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=79,"Save this listing2020 Chevrolet Express Cargo 2500 Extended RWDsee listing detailsDescription: Used 2020 Chevrolet Express Cargo 2500 Extended RWD for sale - $40,998 - 23,153 km with Steel Wheels, Backup CameraCertified Pre-Owned: NoTransmission: 8-Speed AutomaticColour: Summit White$40,998$791/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $40,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.23,153 kmFAIR DEAL$218 BELOWDealer4.8  (8)CarGurus UserMay 15, 2021good 1st impressionCarGurus UserApr. 5, 2021Ended up purchasing a used 2015 Toyota Tacoma from Taylor Automall. Highly recommend Donna and Jenn. They are awesome women who treat you with respect and walk you through the whole process with confidence, ensuring that you understand what is happening at every step of the way. CarGurus UserMar. 15, 2021ExcellentRead 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request InformationAuthorized Chevrolet Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=296714657,P01187,"23,153 kilometres","$40,998 ",Taylor Automall,"2020 Chevrolet Express Cargo 2500 Extended RWD - $40,998",null,1GCWGBFP2L1172034,Taylor Automall
1623033303-155,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=86,"Save this listingNEW: Just added2018 RAM 1500 Sport Crew Cab 4WDsee listing detailsDescription: Used 2018 RAM 1500 Sport Crew Cab 4WD for sale - $49,998 - 63,785 km with Alloy WheelsCertified Pre-Owned: NoTransmission: 8-Speed AutomaticColour: Blue$49,998$965/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $49,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.63,785 kmHIGH PRICE$3,730 ABOVEDealer4.7  (62)CarGurus UserApr. 1, 2021They were prompt and courteous . CarGurus UserMar. 21, 2021Quick and courteous response to my enquiry CarGurus UserMar. 11, 2021They did answer all my questions and concerns Read 59 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303805114,CT21-485,"63,785 kilometres","$49,998 ",Car One,"2018 RAM 1500 Sport Crew Cab 4WD - $49,998",null,1C6RR7MT6JS204325,Car One
1623042406-708,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=49,"Save this listing2016 Subaru Forester 2.0XT Touringsee listing detailsDescription: Used 2016 Subaru Forester 2.0XT Touring for sale - $23,995 - 63,670 km with Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: White$23,995$463/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $23,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.63,670 kmFAIR DEAL$279 ABOVEDealer4.8  (6)CarGurus UserNov. 15, 2020Joe was great -- contacted me by phone right away, and was v. helpful with information, 
both on the phone and later answering my questions via email.CarGurus UserSep. 1, 2020Yes the dealership got right back to me 
The salesperson Bradie was amazing and very efficient. Since I’m out of town he sent me all the photos and car spec information I asked for to view. 
Bradie has excellent communication skills and was outstanding providing excellent customer service. 
I high recommend this dealership. 
They went beyond customers satisfaction. 
Thank you Suzanne NanacoulmoonMay 14, 2020Quick to respond considering 
covid-19. Read 3 more dealer reviews...Kingston, ON (3 km)(613) 706-3404Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=298618320,9072,"63,670 kilometres","$23,995 ",AutoHouse Kingston,"2016 Subaru Forester 2.0XT Touring - $23,995",null,JF2SJHXCXGH407857,AutoHouse Kingston
1623031902-58,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=93,"Save this listingNEW: Just added2019 Ford F-350 Super Duty Limited Crew Cab LB 4WDsee listing detailsDescription: Used 2019 Ford F-350 Super Duty Limited Crew Cab LB 4WD for sale - $103,888 - 4,944 km with Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, 5th Wheel, Heated Seats, Tow PackageCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Red$103,888$2,004/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $103,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.4,944 kmHIGH PRICE$8,300 ABOVEKingston, ON (2 km)(613) 801-8017Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304505227,4895,"4,944 kilometres","$103,888 ",Paulette Auto Sales,"2019 Ford F-350 Super Duty Limited Crew Cab LB 4WD - $103,888",null,1FT7W3BT6KEC56168,Paulette Auto Sales
1623039001-507,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=63,"Save this listing2018 GMC Terrain SLT AWDsee listing detailsDescription: Used 2018 GMC Terrain SLT AWD for sale - $28,900 - 54,231 km with Leather Seats, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: AutomaticColour: Summit White$28,900$558/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $28,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.54,231 kmFAIR DEAL$565 ABOVEDealer5  (6)Guru9XKQ3CMay 30, 2021They were very friendly and helpful.Guru9WM93FMar. 31, 2021Excellent experience with sales and management.   I didn't buy the car but they were very helpful.  I would definitely go there when I'm car shopping again.
BillwagarJan. 13, 2021Responded quicklyRead 3 more dealer reviews...Gananoque, ON (31 km)Request InformationAuthorized GMC Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302355828,P10518,"54,231 kilometres","$28,900 ",null,"2018 GMC Terrain SLT AWD - $28,900",Gananoque Chevrolet,3GKALVEX5JL136860,Gananoque Chevrolet
1623032294-99,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=90,"Save this listing2021 RAM 1500 Classic Warlock Crew Cab LB 4WDsee listing detailsDescription: Used 2021 RAM 1500 Classic Warlock Crew Cab LB 4WD for sale - $65,995 - 2,361 km with Alloy Wheels, Bluetooth, Backup Camera, Parking SensorsCertified Pre-Owned: NoTransmission: AutomaticColour: Diamond Black Crystal Pearl$65,995$1,273/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $65,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.2,361 kmNO PRICE ANALYSISDealer4.8  (5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meCarGurus UserDec. 10, 2020it wasn't Kingston but Napanee, but I had a great experience dealing with Paul and Silvio. 
they were very easy and pleasant to deal with. I am very happy with my RogueGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300933917,B7372,"2,361 kilometres","$65,995 ",Carloft Kingston,"2021 RAM 1500 Classic Warlock Crew Cab LB 4WD - $65,995",null,1C6RR7GT7MS503192,Carloft Kingston
1623045697-891,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=37,"Save this listing2018 Nissan LEAF SVsee listing detailsDescription: Used 2018 Nissan LEAF SV for sale - $19,998 - 71,649 km with Navigation System, SE Package, Alloy Wheels, Security Package, Technology Package, Bluetooth, Backup Camera, Blind Spot Monitoring, Heat Package, Heated Seats, Cold Weather Package, CarPlayCertified Pre-Owned: NoTransmission: 1-Speed AutomaticColour: Blue$19,998$386/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $19,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.71,649 kmFAIR DEAL$397 BELOWDealer4.7  (62)Guru947YZGFeb. 16, 2021Very nice service Guru9YCSSSFeb. 4, 2021top notchGuru9ZFP5WJan. 31, 2021They call me back right away and great service so far. Thanks Read 59 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=297056664,CT21-161,"71,649 kilometres","$19,998 ",Car One,"2018 Nissan LEAF SV - $19,998",null,1N4AZ1CP6JC312306,Car One
1623039734-551,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=60,"Save this listing2019 Dodge Grand Caravan GT FWDsee listing detailsDescription: Used 2019 Dodge Grand Caravan GT FWD for sale - $27,780 - 56,371 km with Leather Seats, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Heated SeatsCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Red$27,780$536/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $27,780 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.56,371 kmFAIR DEAL$416 BELOWDealer4.4  (5)CarGurus UserJul. 14, 2020Dealer was great, found what we wanted elsewhereCarGurus UserJan. 8, 2020Good contact and information requested.GuruY9J3LOct. 14, 2019yes they replied me and Shaynna contacted me and was very nice to me and then I was to slow and 
the truck was sold .We will stay in contact if they receive another truck , thanksRead 2 more dealer reviews...Kingston, ON (0 km)(343) 429-8156Request InformationAuthorized Dodge Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=245552961,19P089,"56,371 kilometres","$27,780 ",Kingston Dodge Chrysler Ltd,"2019 Dodge Grand Caravan GT FWD - $27,780",null,2C4RDGEG5KR515353,Kingston Dodge Chrysler Ltd
1623055189-1352,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=6,"Save this listing2003 Ford F-150 XLT Extended Cab SBsee listing detailsDescription: Used 2003 Ford F-150 XLT Extended Cab SB for sale - $10,999 - 112,649 kmCertified Pre-Owned: NoTransmission: AutomaticColour: BLUE$10,999$213/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $10,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.112,649 kmFAIR DEAL$216 BELOWDealer4.7  (3)Guru9DNRZXNov. 29, 2020They were actually really great best ones I’ve dealt with in a long time we’ll go back to themCarGurus UserSep. 6, 2019The woman I spoke with was great and I would definitely deal with them in the future!Read 1 more dealer review...Kingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303047595,N3058D,"112,649 kilometres","$10,999 ",null,"2003 Ford F-150 XLT Extended Cab SB - $10,999",James Braden Nissan,1FTRX17W13NB90949,James Braden Nissan
1623039329-525,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=61,"Save this listing2018 Mercedes-Benz CLA-Class CLA 250 4MATICsee listing detailsDescription: Used 2018 Mercedes-Benz CLA-Class CLA 250 4MATIC for sale - $27,998 - 48,442 km with LE Package, Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Multimedia Package, Heat Package, Heated Seats, Convenience Package, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: 7-Speed AutomaticColour: Black$27,998$540/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $27,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.48,442 kmGOOD DEAL$1,017 BELOWDealer4.7  (62)CarGurus UserJan. 30, 2021Great dealership! CarGurus UserJan. 29, 2021Answered my questions in a timely mannerCarGurus UserJan. 29, 2021Was going to pay cash for a truck.  They suggested financing, where I would get free snow tires, and could pay off the truck in six months.  
They forgot to tell me about the financing fee of $700.00.  That along with the $800.00 interest I would have paid for the financing for six 
months adds up to more than the tires were worth.  Left a very bad taste in my mouth.Read 59 more dealer reviews...Kingston, ON (3 km)(343) 307-0450Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301916819,CT21-394,"48,442 kilometres","$27,998 ",Car One,"2018 Mercedes-Benz CLA-Class CLA 250 4MATIC - $27,998",null,WDDSJ4GB3JN566796,Car One
1623037377-406,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=69,"Save this listing2017 RAM 1500 ST Crew Cab LB 4WDsee listing detailsDescription: Used 2017 RAM 1500 ST Crew Cab LB 4WD for sale - $32,990 - 125,235 kmCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Black$32,990$637/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $32,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.125,235 kmHIGH PRICE$2,800 ABOVEKingston, ON (2 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=295118593,643081,"125,235 kilometres","$32,990 ",null,"2017 RAM 1500 ST Crew Cab LB 4WD - $32,990",Platinum Auto Sales,1C6RR7ST0HS643081,Platinum Auto Sales
1623042782-730,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=48,"Save this listing2019 Honda Civic Hatchback Sport FWDsee listing detailsDescription: Used 2019 Honda Civic Hatchback Sport FWD for sale - $23,733 - 37,522 km with Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Black$23,733$458/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $23,733 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.37,522 kmFAIR DEAL$85 ABOVEDealer5  (1)CarGurus UserDec. 17, 2020Nice dealership. Nice people. Good experience. I would recommend.Read all dealer reviews...Kingston, ON (5 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303763256,PL21067,"37,522 kilometres","$23,733 ",null,"2019 Honda Civic Hatchback Sport FWD - $23,733",Lexus of Kingston,SHHFK7H42KU305717,Lexus of Kingston
